country,date,cases,deaths
Barbados,2020-04-24,77,6
Belarus,2020-04-24,8773,63
Belgium,2020-04-24,44293,6679
Belize,2020-04-24,18,2
Benin,2020-04-24,54,1
Bhutan,2020-04-24,7,0
Bolivia,2020-04-24,807,44
BosniaandHerzegovina,2020-04-24,1421,55
Botswana,2020-04-24,22,1
Brazil,2020-04-24,54043,3704
Brunei,2020-04-24,138,1
Bulgaria,2020-04-24,1234,54
BurkinaFaso,2020-04-24,629,41
Burma,2020-04-24,144,5
Burundi,2020-04-24,11,1
Cambodia,2020-04-24,122,0
Cameroon,2020-04-24,1430,43
Canada,2020-04-24,47007,3030
CapeVerde,2020-04-24,88,1
CentralAfricanRepublic,2020-04-24,16,0
Chad,2020-04-24,40,0
Chile,2020-04-24,13174,174
China,2020-04-24,83899,4636
Colombia,2020-04-24,4881,225
Comoros,2020-04-24,0,0
Congo,2020-04-24,200,6
CostaRica,2020-04-24,687,6
CotedIvoire,2020-04-24,1077,14
Croatia,2020-04-24,2009,51
Cuba,2020-04-24,1285,49
Cyprus,2020-04-24,795,14
Czechia,2020-04-24,7273,214
DemocraticRepublicoftheCongo,2020-04-24,394,25
Denmark,2020-04-24,8408,403
DiamondPrincessCruiseShip,2020-04-24,712,13
Djibouti,2020-04-24,999,2
Dominica,2020-04-24,16,0
DominicanRepublic,2020-04-24,5749,267
EastTimor,2020-04-24,24,0
Ecuador,2020-04-24,22719,576
Egypt,2020-04-24,4092,294
ElSalvador,2020-04-24,274,8
EquatorialGuinea,2020-04-24,214,1
Eritrea,2020-04-24,39,0
Estonia,2020-04-24,1605,46
Eswatini,2020-04-24,36,1
Ethiopia,2020-04-24,117,3
Fiji,2020-04-24,18,0
Finland,2020-04-24,4395,177
France,2020-04-24,159969,22218
Gabon,2020-04-24,172,3
Georgia,2020-04-24,444,5
Germany,2020-04-24,154999,5760
Ghana,2020-04-24,1279,10
Greece,2020-04-24,2490,130
Grenada,2020-04-24,15,0
Guatemala,2020-04-24,430,11
Guinea,2020-04-24,954,6
GuineaBissau,2020-04-24,52,0
Guyana,2020-04-24,73,7
Haiti,2020-04-24,62,3
HolySee,2020-04-24,9,0
Honduras,2020-04-24,591,55
Hungary,2020-04-24,2443,262
Iceland,2020-04-24,1789,10
India,2020-04-24,24530,780
Indonesia,2020-04-24,8211,689
Iran,2020-04-24,88194,5574
Iraq,2020-04-24,1708,86
Ireland,2020-04-24,18184,1014
Israel,2020-04-24,15143,199
Italy,2020-04-24,192994,25969
Jamaica,2020-04-24,288,7
Japan,2020-04-24,12854,360
Jordan,2020-04-24,441,7
Kazakhstan,2020-04-24,2482,25
Kenya,2020-04-24,336,14
Kiribati,2020-04-24,0,0
Kosovo,2020-04-24,669,19
Kuwait,2020-04-24,2614,15
Kyrgyzstan,2020-04-24,665,8
Laos,2020-04-24,19,0
Latvia,2020-04-24,784,12
Lebanon,2020-04-24,696,22
Lesotho,2020-04-24,0,0
Liberia,2020-04-24,101,8
Libya,2020-04-24,61,2
Liechtenstein,2020-04-24,83,1
Lithuania,2020-04-24,1291,28
Luxembourg,2020-04-24,3695,85
Madagascar,2020-04-24,122,0
Malawi,2020-04-24,33,3
Malaysia,2020-04-24,5691,96
Maldives,2020-04-24,129,0
Mali,2020-04-24,325,21
Malta,2020-04-24,447,3
Marshall Islands,2020-04-24,0,0
Mauritania,2020-04-24,7,1
Mauritius,2020-04-24,331,9
Mexico,2020-04-24,12872,1221
Micronesia,2020-04-24,0,0
Moldova,2020-04-24,3110,84
Monaco,2020-04-24,94,4
Mongolia,2020-04-24,37,0
Montenegro,2020-04-24,319,6
Morocco,2020-04-24,3758,158
Mozambique,2020-04-24,65,0
MSZaandam,2020-04-24,9,2
Namibia,2020-04-24,16,0
Nepal,2020-04-24,49,0
Netherlands,2020-04-24,36729,4304
NewZealand,2020-04-24,1461,18
Nicaragua,2020-04-24,11,3
Niger,2020-04-24,681,24
Nigeria,2020-04-24,1095,32
NorthMacedonia,2020-04-24,1326,57
Norway,2020-04-24,7463,199
occupiedPalestinianterritory,2020-04-24,340,2
Oman,2020-04-24,1790,10
Pakistan,2020-04-24,12723,269
Palau,2020-04-24,0,0
Panama,2020-04-24,5338,154
PapuaNewGuinea,2020-04-24,8,0
Paraguay,2020-04-24,223,9
Peru,2020-04-24,21648,2910
Philippines,2020-04-24,7192,477
Poland,2020-04-24,10892,494
Portugal,2020-04-24,22797,854
Qatar,2020-04-24,8525,10
RepublicofKorea,2020-04-24,10718,240
Romania,2020-04-24,10417,567
Russia,2020-04-24,68622,615
Rwanda,2020-04-24,176,0
SaintKittsandNevis,2020-04-24,15,0
SaintLucia,2020-04-24,15,0
SaintVincentandtheGrenadines,2020-04-24,14,0
Samoa,2020-04-24,0,0
SanMarino,2020-04-24,501,40
SaoTomeandPrincipe,2020-04-24,4,0
SaudiArabia,2020-04-24,15102,127
Senegal,2020-04-24,545,7
Serbia,2020-04-24,7483,144
Seychelles,2020-04-24,11,0
SierraLeone,2020-04-24,82,2
Singapore,2020-04-24,12075,12
Slovakia,2020-04-24,1360,17
Slovenia,2020-04-24,1373,80
Solomon Islands,2020-04-24,0,0
Somalia,2020-04-24,328,16
SouthAfrica,2020-04-24,4220,79
SouthSudan,2020-04-24,5,0
Spain,2020-04-24,202990,22524
SriLanka,2020-04-24,420,7
Sudan,2020-04-24,174,16
Summer Olympics 2020,2020-04-24,0,0
Suriname,2020-04-24,10,1
Sweden,2020-04-24,18090,2152
Switzerland,2020-04-24,28677,1554
SyrianArabRepublic,2020-04-24,42,3
Taiwan,2020-04-24,428,6
Tajikistan,2020-04-24,0,0
Tanzania,2020-04-24,299,10
Thailand,2020-04-24,2854,50
TheBahamas,2020-04-24,73,11
TheGambia,2020-04-24,10,1
Togo,2020-04-24,90,6
Tonga,2020-04-24,0,0
TrinidadandTobago,2020-04-24,115,8
Tunisia,2020-04-24,922,38
Turkey,2020-04-24,104912,2600
Uganda,2020-04-24,75,0
Ukraine,2020-04-24,7647,201
UnitedArabEmirates,2020-04-24,9281,64
UnitedKingdom,2020-04-24,151689,22873
Uruguay,2020-04-24,563,12
US,2020-04-24,919531,54712
Uzbekistan,2020-04-24,1804,8
Vanuatu,2020-04-24,0,0
Venezuela,2020-04-24,318,10
Vietnam,2020-04-24,270,0
Yemen,2020-04-24,1,0
Zambia,2020-04-24,84,3
Zimbabwe,2020-04-24,29,4
Afghanistan,2020-04-25,1330,43
Albania,2020-04-25,712,27
Algeria,2020-04-25,3256,419
Andorra,2020-04-25,738,40
Angola,2020-04-25,25,2
AntiguaandBarbuda,2020-04-25,24,3
Argentina,2020-04-25,3780,185
Armenia,2020-04-25,1677,28
Australia,2020-04-25,6694,80
Austria,2020-04-25,15148,536
Azerbaijan,2020-04-25,1617,21
Bahrain,2020-04-25,2588,8
Bangladesh,2020-04-25,4998,140
Barbados,2020-04-25,79,6
Belarus,2020-04-25,9590,67
Belgium,2020-04-25,45325,6917
Belize,2020-04-25,18,2
Benin,2020-04-25,54,1
Bhutan,2020-04-25,7,0
Bolivia,2020-04-25,866,46
BosniaandHerzegovina,2020-04-25,1486,57
Botswana,2020-04-25,22,1
Brazil,2020-04-25,59324,4057
Brunei,2020-04-25,138,1
Bulgaria,2020-04-25,1247,55
BurkinaFaso,2020-04-25,629,41
Burma,2020-04-25,146,5
Burundi,2020-04-25,11,1
Cambodia,2020-04-25,122,0
Cameroon,2020-04-25,1518,53
Canada,2020-04-25,48570,3217
CapeVerde,2020-04-25,90,1
CentralAfricanRepublic,2020-04-25,16,0
Chad,2020-04-25,46,0
Chile,2020-04-25,14537,181
China,2020-04-25,83909,4636
Colombia,2020-04-25,5142,233
Comoros,2020-04-25,0,0
Congo,2020-04-25,200,6
CostaRica,2020-04-25,693,6
CotedIvoire,2020-04-25,1077,14
Croatia,2020-04-25,2016,54
Cuba,2020-04-25,1337,51
Cyprus,2020-04-25,804,14
Czechia,2020-04-25,7352,218
DemocraticRepublicoftheCongo,2020-04-25,416,28
Denmark,2020-04-25,8643,418
DiamondPrincessCruiseShip,2020-04-25,712,13
Djibouti,2020-04-25,1008,2
Dominica,2020-04-25,16,0
DominicanRepublic,2020-04-25,5926,273
EastTimor,2020-04-25,24,0
Ecuador,2020-04-25,22719,576
Egypt,2020-04-25,4319,307
ElSalvador,2020-04-25,274,8
EquatorialGuinea,2020-04-25,258,1
Eritrea,2020-04-25,39,0
Estonia,2020-04-25,1635,46
Eswatini,2020-04-25,56,1
Ethiopia,2020-04-25,122,3
Fiji,2020-04-25,18,0
Finland,2020-04-25,4475,186
France,2020-04-25,161647,22587
Gabon,2020-04-25,176,3
Georgia,2020-04-25,456,5
Germany,2020-04-25,156513,5877
Ghana,2020-04-25,1279,10
Greece,2020-04-25,2506,130
Grenada,2020-04-25,18,0
Guatemala,2020-04-25,473,13
Guinea,2020-04-25,996,7
GuineaBissau,2020-04-25,52,0
Guyana,2020-04-25,73,7
Haiti,2020-04-25,72,5
HolySee,2020-04-25,9,0
Honduras,2020-04-25,627,59
Hungary,2020-04-25,2443,262
Iceland,2020-04-25,1790,10
India,2020-04-25,26283,825
Indonesia,2020-04-25,8607,720
Iran,2020-04-25,89328,5650
Iraq,2020-04-25,1763,86
Ireland,2020-04-25,18561,1063
Israel,2020-04-25,15302,202
Italy,2020-04-25,195351,26384
Jamaica,2020-04-25,305,7
Japan,2020-04-25,13186,379
Jordan,2020-04-25,444,7
Kazakhstan,2020-04-25,2601,25
Kenya,2020-04-25,343,14
Kiribati,2020-04-25,0,0
Kosovo,2020-04-25,703,19
Kuwait,2020-04-25,2892,19
Kyrgyzstan,2020-04-25,665,8
Laos,2020-04-25,19,0
Latvia,2020-04-25,804,12
Lebanon,2020-04-25,704,24
Lesotho,2020-04-25,0,0
Liberia,2020-04-25,117,8
Libya,2020-04-25,61,2
Liechtenstein,2020-04-25,83,1
Lithuania,2020-04-25,1301,29
Luxembourg,2020-04-25,3711,85
Madagascar,2020-04-25,123,0
Malawi,2020-04-25,33,3
Malaysia,2020-04-25,5742,98
Maldives,2020-04-25,177,0
Mali,2020-04-25,370,21
Malta,2020-04-25,448,4
Marshall Islands,2020-04-25,0,0
Mauritania,2020-04-25,7,1
Mauritius,2020-04-25,331,9
Mexico,2020-04-25,13842,1305
Micronesia,2020-04-25,0,0
Moldova,2020-04-25,3304,94
Monaco,2020-04-25,94,4
Mongolia,2020-04-25,37,0
Montenegro,2020-04-25,320,6
Morocco,2020-04-25,3897,159
Mozambique,2020-04-25,70,0
MSZaandam,2020-04-25,9,2
Namibia,2020-04-25,16,0
Nepal,2020-04-25,49,0
Netherlands,2020-04-25,37384,4424
NewZealand,2020-04-25,1470,18
Nicaragua,2020-04-25,12,3
Niger,2020-04-25,684,27
Nigeria,2020-04-25,1182,35
NorthMacedonia,2020-04-25,1367,59
Norway,2020-04-25,7499,201
occupiedPalestinianterritory,2020-04-25,342,2
Oman,2020-04-25,1905,10
Pakistan,2020-04-25,13328,281
Palau,2020-04-25,0,0
Panama,2020-04-25,5538,159
PapuaNewGuinea,2020-04-25,8,0
Paraguay,2020-04-25,228,9
Peru,2020-04-25,25331,3198
Philippines,2020-04-25,7294,494
Poland,2020-04-25,11273,524
Portugal,2020-04-25,23392,880
Qatar,2020-04-25,9358,10
RepublicofKorea,2020-04-25,10728,242
Romania,2020-04-25,10635,601
Russia,2020-04-25,74588,681
Rwanda,2020-04-25,183,0
SaintKittsandNevis,2020-04-25,15,0
SaintLucia,2020-04-25,15,0
SaintVincentandtheGrenadines,2020-04-25,14,0
Samoa,2020-04-25,0,0
SanMarino,2020-04-25,513,40
SaoTomeandPrincipe,2020-04-25,4,0
SaudiArabia,2020-04-25,16299,136
Senegal,2020-04-25,614,7
Serbia,2020-04-25,7779,151
Seychelles,2020-04-25,11,0
SierraLeone,2020-04-25,82,2
Singapore,2020-04-25,12693,12
Slovakia,2020-04-25,1373,17
Slovenia,2020-04-25,1388,81
Solomon Islands,2020-04-25,0,0
Somalia,2020-04-25,390,18
SouthAfrica,2020-04-25,4361,86
SouthSudan,2020-04-25,5,0
Spain,2020-04-25,205905,22902
SriLanka,2020-04-25,460,7
Sudan,2020-04-25,213,17
Summer Olympics 2020,2020-04-25,0,0
Suriname,2020-04-25,10,1
Sweden,2020-04-25,18563,2192
Switzerland,2020-04-25,28894,1581
SyrianArabRepublic,2020-04-25,42,3
Taiwan,2020-04-25,429,6
Tajikistan,2020-04-25,0,0
Tanzania,2020-04-25,299,10
Thailand,2020-04-25,2907,51
TheBahamas,2020-04-25,78,11
TheGambia,2020-04-25,10,1
Togo,2020-04-25,96,6
Tonga,2020-04-25,0,0
TrinidadandTobago,2020-04-25,115,8
Tunisia,2020-04-25,939,38
Turkey,2020-04-25,107773,2706
Uganda,2020-04-25,75,0
Ukraine,2020-04-25,8125,201
UnitedArabEmirates,2020-04-25,9813,71
UnitedKingdom,2020-04-25,155453,23689
Uruguay,2020-04-25,596,14
US,2020-04-25,950525,56444
Uzbekistan,2020-04-25,1862,8
Vanuatu,2020-04-25,0,0
Venezuela,2020-04-25,323,10
Vietnam,2020-04-25,270,0
Yemen,2020-04-25,1,0
Zambia,2020-04-25,84,3
Zimbabwe,2020-04-25,31,4
Afghanistan,2020-04-26,1463,49
Albania,2020-04-26,726,28
Algeria,2020-04-26,3382,425
Andorra,2020-04-26,738,40
Angola,2020-04-26,26,2
AntiguaandBarbuda,2020-04-26,24,3
Argentina,2020-04-26,3892,192
Armenia,2020-04-26,1746,28
Australia,2020-04-26,6714,83
Austria,2020-04-26,15225,542
Azerbaijan,2020-04-26,1645,21
Bahrain,2020-04-26,2647,8
Bangladesh,2020-04-26,5416,145
Barbados,2020-04-26,79,6
Belarus,2020-04-26,10463,72
Belgium,2020-04-26,46134,7094
Belize,2020-04-26,18,2
Benin,2020-04-26,64,1
Bhutan,2020-04-26,7,0
Bolivia,2020-04-26,950,50
BosniaandHerzegovina,2020-04-26,1516,59
Botswana,2020-04-26,22,1
Brazil,2020-04-26,63100,4286
Brunei,2020-04-26,138,1
Bulgaria,2020-04-26,1300,56
BurkinaFaso,2020-04-26,632,42
Burma,2020-04-26,146,5
Burundi,2020-04-26,11,1
Cambodia,2020-04-26,122,0
Cameroon,2020-04-26,1621,56
Canada,2020-04-26,50002,3374
CapeVerde,2020-04-26,106,1
CentralAfricanRepublic,2020-04-26,19,0
Chad,2020-04-26,46,0
Chile,2020-04-26,15010,189
China,2020-04-26,83912,4637
Colombia,2020-04-26,5379,244
Comoros,2020-04-26,0,0
Congo,2020-04-26,200,6
CostaRica,2020-04-26,695,6
CotedIvoire,2020-04-26,1150,14
Croatia,2020-04-26,2030,55
Cuba,2020-04-26,1369,54
Cyprus,2020-04-26,810,14
Czechia,2020-04-26,7404,220
DemocraticRepublicoftheCongo,2020-04-26,442,28
Denmark,2020-04-26,8773,422
DiamondPrincessCruiseShip,2020-04-26,712,13
Djibouti,2020-04-26,1023,2
Dominica,2020-04-26,16,0
DominicanRepublic,2020-04-26,6135,278
EastTimor,2020-04-26,24,0
Ecuador,2020-04-26,22719,576
Egypt,2020-04-26,4534,317
ElSalvador,2020-04-26,298,8
EquatorialGuinea,2020-04-26,258,1
Eritrea,2020-04-26,39,0
Estonia,2020-04-26,1643,49
Eswatini,2020-04-26,59,1
Ethiopia,2020-04-26,123,3
Fiji,2020-04-26,18,0
Finland,2020-04-26,4576,190
France,2020-04-26,162280,22830
Gabon,2020-04-26,176,3
Georgia,2020-04-26,486,6
Germany,2020-04-26,157770,5976
Ghana,2020-04-26,1550,11
Greece,2020-04-26,2517,134
Grenada,2020-04-26,18,0
Guatemala,2020-04-26,500,15
Guinea,2020-04-26,996,7
GuineaBissau,2020-04-26,53,1
Guyana,2020-04-26,74,8
Haiti,2020-04-26,72,6
HolySee,2020-04-26,9,0
Honduras,2020-04-26,627,59
Hungary,2020-04-26,2500,272
Iceland,2020-04-26,1792,10
India,2020-04-26,27890,881
Indonesia,2020-04-26,8882,743
Iran,2020-04-26,90481,5710
Iraq,2020-04-26,1820,87
Ireland,2020-04-26,19262,1087
Israel,2020-04-26,15385,204
Italy,2020-04-26,197675,26644
Jamaica,2020-04-26,350,7
Japan,2020-04-26,13405,395
Jordan,2020-04-26,447,7
Kazakhstan,2020-04-26,2717,25
Kenya,2020-04-26,355,14
Kiribati,2020-04-26,0,0
Kosovo,2020-04-26,731,20
Kuwait,2020-04-26,3075,20
Kyrgyzstan,2020-04-26,682,8
Laos,2020-04-26,19,0
Latvia,2020-04-26,812,12
Lebanon,2020-04-26,707,24
Lesotho,2020-04-26,0,0
Liberia,2020-04-26,120,11
Libya,2020-04-26,61,2
Liechtenstein,2020-04-26,83,1
Lithuania,2020-04-26,1316,31
Luxembourg,2020-04-26,3723,88
Madagascar,2020-04-26,124,0
Malawi,2020-04-26,34,3
Malaysia,2020-04-26,5780,98
Maldives,2020-04-26,214,0
Mali,2020-04-26,389,23
Malta,2020-04-26,448,4
Marshall Islands,2020-04-26,0,0
Mauritania,2020-04-26,7,1
Mauritius,2020-04-26,332,9
Mexico,2020-04-26,14677,1351
Micronesia,2020-04-26,0,0
Moldova,2020-04-26,3408,96
Monaco,2020-04-26,94,4
Mongolia,2020-04-26,38,0
Montenegro,2020-04-26,321,7
Morocco,2020-04-26,4065,161
Mozambique,2020-04-26,76,0
MSZaandam,2020-04-26,9,2
Namibia,2020-04-26,16,0
Nepal,2020-04-26,52,0
Netherlands,2020-04-26,38040,4491
NewZealand,2020-04-26,1469,19
Nicaragua,2020-04-26,13,3
Niger,2020-04-26,696,29
Nigeria,2020-04-26,1273,40
NorthMacedonia,2020-04-26,1386,61
Norway,2020-04-26,7527,201
occupiedPalestinianterritory,2020-04-26,342,2
Oman,2020-04-26,1998,10
Pakistan,2020-04-26,13915,292
Palau,2020-04-26,0,0
Panama,2020-04-26,5779,165
PapuaNewGuinea,2020-04-26,8,0
Paraguay,2020-04-26,228,9
Peru,2020-04-26,27517,3488
Philippines,2020-04-26,7579,501
Poland,2020-04-26,11617,535
Portugal,2020-04-26,23864,903
Qatar,2020-04-26,10287,10
RepublicofKorea,2020-04-26,10738,243
Romania,2020-04-26,11036,619
Russia,2020-04-26,80949,747
Rwanda,2020-04-26,191,0
SaintKittsandNevis,2020-04-26,15,0
SaintLucia,2020-04-26,15,0
SaintVincentandtheGrenadines,2020-04-26,14,0
Samoa,2020-04-26,0,0
SanMarino,2020-04-26,513,40
SaoTomeandPrincipe,2020-04-26,4,0
SaudiArabia,2020-04-26,17522,139
Senegal,2020-04-26,671,9
Serbia,2020-04-26,8042,156
Seychelles,2020-04-26,11,0
SierraLeone,2020-04-26,93,4
Singapore,2020-04-26,13624,12
Slovakia,2020-04-26,1379,18
Slovenia,2020-04-26,1396,82
Solomon Islands,2020-04-26,0,0
Somalia,2020-04-26,436,23
SouthAfrica,2020-04-26,4546,87
SouthSudan,2020-04-26,6,0
Spain,2020-04-26,207634,23190
SriLanka,2020-04-26,523,7
Sudan,2020-04-26,237,21
Summer Olympics 2020,2020-04-26,0,0
Suriname,2020-04-26,10,1
Sweden,2020-04-26,18863,2194
Switzerland,2020-04-26,29061,1594
SyrianArabRepublic,2020-04-26,43,3
Taiwan,2020-04-26,429,6
Tajikistan,2020-04-26,0,0
Tanzania,2020-04-26,299,10
Thailand,2020-04-26,2922,51
TheBahamas,2020-04-26,80,11
TheGambia,2020-04-26,10,1
Togo,2020-04-26,98,6
Tonga,2020-04-26,0,0
TrinidadandTobago,2020-04-26,115,8
Tunisia,2020-04-26,949,38
Turkey,2020-04-26,110130,2805
Uganda,2020-04-26,79,0
Ukraine,2020-04-26,8617,209
UnitedArabEmirates,2020-04-26,10349,76
UnitedKingdom,2020-04-26,158926,24053
Uruguay,2020-04-26,606,15
US,2020-04-26,977072,57850
Uzbekistan,2020-04-26,1869,8
Vanuatu,2020-04-26,0,0
Venezuela,2020-04-26,325,10
Vietnam,2020-04-26,270,0
Yemen,2020-04-26,1,0
Zambia,2020-04-26,88,3
Zimbabwe,2020-04-26,31,4
Afghanistan,2020-04-27,1531,50
Albania,2020-04-27,736,28
Algeria,2020-04-27,3517,432
Andorra,2020-04-27,743,40
Angola,2020-04-27,27,2
AntiguaandBarbuda,2020-04-27,24,3
Argentina,2020-04-27,4003,197
Armenia,2020-04-27,1808,29
Australia,2020-04-27,6721,83
Austria,2020-04-27,15274,549
Azerbaijan,2020-04-27,1678,22
Bahrain,2020-04-27,2723,8
Bangladesh,2020-04-27,5913,152
Barbados,2020-04-27,80,6
Belarus,2020-04-27,11289,75
Belgium,2020-04-27,46687,7207
Belize,2020-04-27,18,2
Benin,2020-04-27,64,1
Bhutan,2020-04-27,7,0
Bolivia,2020-04-27,1014,53
BosniaandHerzegovina,2020-04-27,1565,60
Botswana,2020-04-27,22,1
Brazil,2020-04-27,67446,4603
Brunei,2020-04-27,138,1
Bulgaria,2020-04-27,1363,58
BurkinaFaso,2020-04-27,635,42
Burma,2020-04-27,146,5
Burundi,2020-04-27,11,1
Cambodia,2020-04-27,122,0
Cameroon,2020-04-27,1705,58
Canada,2020-04-27,51621,3559
CapeVerde,2020-04-27,109,1
CentralAfricanRepublic,2020-04-27,19,0
Chad,2020-04-27,46,0
Chile,2020-04-27,15492,198
China,2020-04-27,83918,4637
Colombia,2020-04-27,5597,253
Comoros,2020-04-27,0,0
Congo,2020-04-27,200,6
CostaRica,2020-04-27,697,6
CotedIvoire,2020-04-27,1164,14
Croatia,2020-04-27,2039,59
Cuba,2020-04-27,1389,56
Cyprus,2020-04-27,817,14
Czechia,2020-04-27,7445,223
DemocraticRepublicoftheCongo,2020-04-27,459,28
Denmark,2020-04-27,8896,427
DiamondPrincessCruiseShip,2020-04-27,712,13
Djibouti,2020-04-27,1035,2
Dominica,2020-04-27,16,0
DominicanRepublic,2020-04-27,6293,282
EastTimor,2020-04-27,24,0
Ecuador,2020-04-27,23240,663
Egypt,2020-04-27,4782,337
ElSalvador,2020-04-27,323,8
EquatorialGuinea,2020-04-27,258,1
Eritrea,2020-04-27,39,0
Estonia,2020-04-27,1647,50
Eswatini,2020-04-27,65,1
Ethiopia,2020-04-27,124,3
Fiji,2020-04-27,18,0
Finland,2020-04-27,4695,193
France,2020-04-27,165966,23267
Gabon,2020-04-27,211,3
Georgia,2020-04-27,497,6
Germany,2020-04-27,158758,6126
Ghana,2020-04-27,1550,11
Greece,2020-04-27,2534,136
Grenada,2020-04-27,18,0
Guatemala,2020-04-27,530,15
Guinea,2020-04-27,1163,7
GuineaBissau,2020-04-27,73,1
Guyana,2020-04-27,74,8
Haiti,2020-04-27,72,6
HolySee,2020-04-27,9,0
Honduras,2020-04-27,661,61
Hungary,2020-04-27,2583,280
Iceland,2020-04-27,1792,10
India,2020-04-27,29451,939
Indonesia,2020-04-27,9096,765
Iran,2020-04-27,91472,5806
Iraq,2020-04-27,1847,88
Ireland,2020-04-27,19648,1102
Israel,2020-04-27,15513,208
Italy,2020-04-27,199414,26977
Jamaica,2020-04-27,364,7
Japan,2020-04-27,13576,417
Jordan,2020-04-27,449,7
Kazakhstan,2020-04-27,2835,25
Kenya,2020-04-27,363,14
Kiribati,2020-04-27,0,0
Kosovo,2020-04-27,763,21
Kuwait,2020-04-27,3288,22
Kyrgyzstan,2020-04-27,695,8
Laos,2020-04-27,19,0
Latvia,2020-04-27,818,13
Lebanon,2020-04-27,710,24
Lesotho,2020-04-27,0,0
Liberia,2020-04-27,124,12
Libya,2020-04-27,61,2
Liechtenstein,2020-04-27,83,1
Lithuania,2020-04-27,1328,32
Luxembourg,2020-04-27,3729,88
Madagascar,2020-04-27,128,0
Malawi,2020-04-27,36,3
Malaysia,2020-04-27,5820,99
Maldives,2020-04-27,226,0
Mali,2020-04-27,408,23
Malta,2020-04-27,450,4
Marshall Islands,2020-04-27,0,0
Mauritania,2020-04-27,7,1
Mauritius,2020-04-27,334,10
Mexico,2020-04-27,15529,1434
Micronesia,2020-04-27,0,0
Moldova,2020-04-27,3481,102
Monaco,2020-04-27,95,4
Mongolia,2020-04-27,38,0
Montenegro,2020-04-27,321,7
Morocco,2020-04-27,4120,162
Mozambique,2020-04-27,76,0
MSZaandam,2020-04-27,9,2
Namibia,2020-04-27,16,0
Nepal,2020-04-27,52,0
Netherlands,2020-04-27,38440,4534
NewZealand,2020-04-27,1472,19
Nicaragua,2020-04-27,13,3
Niger,2020-04-27,701,29
Nigeria,2020-04-27,1337,40
NorthMacedonia,2020-04-27,1399,65
Norway,2020-04-27,7599,205
occupiedPalestinianterritory,2020-04-27,342,2
Oman,2020-04-27,2049,10
Pakistan,2020-04-27,14612,312
Palau,2020-04-27,0,0
Panama,2020-04-27,6021,167
PapuaNewGuinea,2020-04-27,8,0
Paraguay,2020-04-27,230,9
Peru,2020-04-27,28699,3793
Philippines,2020-04-27,7777,511
Poland,2020-04-27,11902,562
Portugal,2020-04-27,24027,928
Qatar,2020-04-27,11244,10
RepublicofKorea,2020-04-27,10752,244
Romania,2020-04-27,11339,641
Russia,2020-04-27,87147,794
Rwanda,2020-04-27,207,0
SaintKittsandNevis,2020-04-27,15,0
SaintLucia,2020-04-27,15,0
SaintVincentandtheGrenadines,2020-04-27,15,0
Samoa,2020-04-27,0,0
SanMarino,2020-04-27,538,41
SaoTomeandPrincipe,2020-04-27,4,0
SaudiArabia,2020-04-27,18811,144
Senegal,2020-04-27,736,9
Serbia,2020-04-27,8275,162
Seychelles,2020-04-27,11,0
SierraLeone,2020-04-27,93,4
Singapore,2020-04-27,14423,14
Slovakia,2020-04-27,1381,18
Slovenia,2020-04-27,1402,83
Solomon Islands,2020-04-27,0,0
Somalia,2020-04-27,480,26
SouthAfrica,2020-04-27,4793,90
SouthSudan,2020-04-27,6,0
Spain,2020-04-27,209465,23521
SriLanka,2020-04-27,588,7
Sudan,2020-04-27,275,22
Summer Olympics 2020,2020-04-27,0,0
Suriname,2020-04-27,10,1
Sweden,2020-04-27,19426,2274
Switzerland,2020-04-27,29164,1614
SyrianArabRepublic,2020-04-27,43,3
Taiwan,2020-04-27,429,6
Tajikistan,2020-04-27,0,0
Tanzania,2020-04-27,299,10
Thailand,2020-04-27,2931,52
TheBahamas,2020-04-27,80,11
TheGambia,2020-04-27,10,1
Togo,2020-04-27,98,6
Tonga,2020-04-27,0,0
TrinidadandTobago,2020-04-27,116,8
Tunisia,2020-04-27,967,39
Turkey,2020-04-27,112261,2900
Uganda,2020-04-27,79,0
Ukraine,2020-04-27,9009,220
UnitedArabEmirates,2020-04-27,10839,82
UnitedKingdom,2020-04-27,163630,24376
Uruguay,2020-04-27,620,15
US,2020-04-27,1000822,59330
Uzbekistan,2020-04-27,1904,8
Vanuatu,2020-04-27,0,0
Venezuela,2020-04-27,329,10
Vietnam,2020-04-27,270,0
Yemen,2020-04-27,1,0
Zambia,2020-04-27,88,3
Zimbabwe,2020-04-27,32,4
Afghanistan,2020-04-28,1703,60
Albania,2020-04-28,750,30
Algeria,2020-04-28,3649,437
Andorra,2020-04-28,743,41
Angola,2020-04-28,27,2
AntiguaandBarbuda,2020-04-28,24,3
Argentina,2020-04-28,4127,207
Armenia,2020-04-28,1867,30
Australia,2020-04-28,6744,89
Austria,2020-04-28,15357,569
Azerbaijan,2020-04-28,1717,22
Bahrain,2020-04-28,2811,8
Bangladesh,2020-04-28,6462,155
Barbados,2020-04-28,80,6
Belarus,2020-04-28,12208,79
Belgium,2020-04-28,47334,7331
Belize,2020-04-28,18,2
Benin,2020-04-28,64,1
Bhutan,2020-04-28,7,0
Bolivia,2020-04-28,1053,55
BosniaandHerzegovina,2020-04-28,1585,63
Botswana,2020-04-28,23,1
Brazil,2020-04-28,73235,5083
Brunei,2020-04-28,138,1
Bulgaria,2020-04-28,1399,58
BurkinaFaso,2020-04-28,638,42
